,ewma_1,ewma_2,ewma_3,ewma_4,ewma_5,ewma_6,ewma_7,ewma_8,ewma_9,ewma_10,ewma_11,ewma_12,ewma_13,ewma_14,ewma_15,ewma_16,ewma_17,ewma_18,ewma_19,ewma_20,ewma_21,ewma_22,ewma_23,ewma_24,ewma_25,ewma_26,ewma_27,ewma_28,ewma_29,ewma_30,ewma_31,ewma_32,ewma_33,ewma_34,ewma_35,ewma_36,ewma_37,ewma_38,ewma_39,ewma_40,ewma_41,ewma_42,ewma_43,ewma_44,ewma_45,ewma_46,ewma_47,ewma_48,ewma_49,ewma_50,ewma_51,ewma_52,ewma_53,ewma_54,ewma_55,ewma_56,ewma_57,ewma_58,ewma_59,ewma_60,ewma_61,ewma_62,ewma_63,ewma_64,ewma_65,ewma_66,ewma_67,ewma_68,ewma_69,ewma_70,ewma_71,ewma_72,ewma_73,ewma_74,ewma_75,ewma_76,ewma_77,ewma_78,ewma_79,ewma_80,ewma_81,ewma_82,ewma_83,ewma_84,ewma_85,ewma_86,ewma_87,ewma_88,ewma_89,ewma_90,ewma_91,ewma_92,ewma_93,ewma_94,ewma_95,ewma_96,ewma_97,ewma_98,ewma_99
2000,0.386919512473145,0.07990291485989216,0.1453004409175919,0.1977980729896223,0.18690129668815395,0.2246531857374276,0.2783212810916569,0.22912515224678487,0.2652081311406124,0.24294730913480234,0.09042160326989997,-0.06479696684472928,0.2383926996288313,0.13475196373831153,0.1649387786508729,0.17278939057694392,-0.016182292983578962,-0.0450178383113128,-0.05977943888351629,-0.1561303746622422,-0.07600090885405718,-0.08512720814191617,-0.031911438709894026,-0.10896250554372407,-0.15613015248893017,-0.18891927824329624,-0.1809770979305651,-0.19454196568327872,-0.09975996633564518,-0.11200183344890156,-0.13909447280184228,-0.13063524485595954,-0.07052375194171455,0.09778140986545679,0.13831031715575087,0.12449114272547383,0.07709486064695995,0.05918866664597795,0.07372200370182427,0.052643119447034266,0.0031258693978189144,-0.04628290691873205,-0.05379861038639332,-0.020654544954444267,0.031644451413180716,-0.045909235148289256,-0.08596001366163389,-0.16371584014132887,-0.27405185198016363,-0.2862453876635675,-0.28147497366811636,-0.3139476282930132,-0.18351879027970275,-0.17198861441516267,-0.16692444302758228,-0.19633518372700423,-0.2075756047200551,-0.19524650543138836,-0.20983497215598954,-0.18412350663389854,-0.1815712675186216,-0.22718459909729774,-0.15091881089739892,-0.11536673557875798,-0.13649701463747269,-0.08748507249233488,-0.037067037453918886,-0.0228131788209553,0.10703164880060288,0.1518602518268053,0.17389086015466557,0.13631537403139596,0.1518024936969035,0.1490038381230245,0.14281922272299158,0.18199283384283305,0.20390172560109743,0.19891760602026498,0.17894592634607326,0.20661908897182626,0.21922247236001977,0.19391980679640192,0.209765295071963,0.21294448725890705,0.15692952495940188,0.21309421294834305,0.19444485460199773,0.21065127869855202,0.16754733075613035,0.18443733722062727,0.2065425214817808,0.11457611365226926,0.0944751136780449,0.10711338818659825,0.10418984743368652,0.11193897201899207,0.11311428003412942,0.11341288169470805,0.10567080903699325
2001,-0.8900367330790118,-0.5552162449302596,-0.5696736615555069,-0.4934494922681485,-0.48754807627656066,-0.4772760463726825,-0.4740350242238497,-0.5407299081498951,-0.5613971541409964,-0.4597752757966485,-0.4285439567240076,-0.4551663545769028,-0.40939917230087475,-0.28775445978115816,-0.32458010805550797,-0.32865079968689254,-0.26474357858812236,-0.23586527287603856,-0.21095545460086965,-0.18805844590264162,-0.19371019426562244,-0.2033203754205626,-0.1966723148991411,-0.21192919632057594,-0.22600372486365397,-0.2477710527383631,-0.26671400478010293,-0.28452644705886293,-0.2875316415216127,-0.3253063875533648,-0.3518467367489148,-0.35105524141556027,-0.34430029766511044,-0.27156989610472915,-0.25988053997863025,-0.2814883876305779,-0.30666114804988365,-0.30305580601089604,-0.3167515577727284,-0.31552777157803313,-0.3265719757400454,-0.330075513199667,-0.37072593463437375,-0.33444853596696655,-0.3194346487692859,-0.33381170882272915,-0.32808184109870075,-0.31838093684221974,-0.30025928597450985,-0.3105806992780014,-0.3295568344192924,-0.28813661418975584,-0.2867482739140596,-0.30455118351731464,-0.27620144927321344,-0.26270482606910184,-0.29124273579661825,-0.3028981963776568,-0.2732721342039156,-0.3183426835224778,-0.35390489505942596,-0.3563517425134645,-0.3938467194222773,-0.40492121543418463,-0.40981655795920774,-0.4297092230577699,-0.4405961436803373,-0.42339431785441106,-0.41618000551699147,-0.39046346820437805,-0.4191128119616395,-0.37042995218641567,-0.4013155257094753,-0.38699248664431746,-0.37544385531762814,-0.3992202499815576,-0.37771014604517306,-0.374864104961729,-0.39497257890006665,-0.35900502345209884,-0.33710272584589424,-0.3732130356816669,-0.3499573564006427,-0.3810167003484325,-0.32860533632136657,-0.3167213965344503,-0.3243204764041253,-0.31023753737138837,-0.31982982174525704,-0.3040855820907186,-0.2790459406813748,-0.2599439511368966,-0.27014579922235293,-0.2758594074425828,-0.2861094921895816,-0.3116739674630526,-0.32866892693134975,-0.3682215575482901,-0.3571256374308196
2002,-0.024249670812771167,0.0538966417929365,-0.006535207807102909,0.018541057348127814,0.0001936736650729053,-0.016261058552120077,-0.024260501174658618,-0.005524187325441516,0.05882537139168861,0.04303113986868752,-0.028181459017398068,0.05361073171585366,0.06842071947017171,0.0879447794375128,0.08850231483012566,0.10666836245971471,0.0077866000615189335,0.007874448879836881,-0.01681452434664331,-0.03049044004570843,-0.009513535318669922,0.04191739665788841,0.07030462824477222,0.056767098864620044,0.08124264988279263,0.014883396019604443,0.06466895086620701,0.04929321222504456,0.052142891010215825,0.07949970731623893,0.05401017195156982,0.06921310961961816,0.06469078704995981,0.09059990670909003,0.11050923662701229,0.12938604853439856,0.168687600505795,0.09419167872577133,0.054373199158092966,0.027054766465412522,0.0645844979918435,0.07312259080728574,0.09794241948424327,0.07718363171520494,0.07685934644263437,0.11964537269280302,0.1633146902979311,0.16769189559402603,0.16873162456829327,0.20354354970341718,0.2008246819235369,0.18231589662266867,0.1588784829362536,0.16402813948027994,0.12706373544203742,0.09967943226723518,0.09812071416086528,0.08873167090757757,0.08773150260711733,0.09111838677390584,0.08938903436729087,0.08717934797661621,0.10676498714229216,0.08829355368220737,0.08689340729335694,0.08402057365137376,0.12038530177919463,0.1206664456757849,0.08892140673013636,0.0874326871299677,0.07060593829046694,0.07799723743740833,0.09532453314080952,0.12173373975414604,0.11573457426448669,0.09543878457337943,0.09034677612718518,0.06876941525679363,0.08578043808980121,0.09148696970779939,0.0739517887390065,0.12936916563044312,0.1231143209765301,0.11003597017000633,0.10116883570959781,0.10298931978299004,0.1217024830569389,0.1463491525166138,0.12853781635430134,0.13696145159525308,0.13395237878920974,0.14227664996490433,0.1372893816232204,0.13177675109086365,0.15642549731567576,0.16516951162537125,0.151212630250621,0.17841214437769468,0.16872958871013635
2003,-0.38068913541109467,-0.42818321654846325,-0.37019624760889475,-0.3388486833433176,-0.39226533459375273,-0.37582291596736556,-0.3986554889411761,-0.432663968975578,-0.4769986167579459,-0.43874971972507376,-0.3908590031254798,-0.2977991283370286,-0.30910321641859645,-0.32826184497000455,-0.3370982571598551,-0.3499864391120981,-0.4204450285668952,-0.40031710005344284,-0.4358316538985187,-0.4793102813560864,-0.4863792396873521,-0.46206056855764593,-0.4100922974548223,-0.37107612172510096,-0.3615741273786213,-0.3386647318945236,-0.3469509368718975,-0.39360352173070845,-0.4411465756925959,-0.42828355363907794,-0.4290628760022058,-0.49446260814838366,-0.4955453602286168,-0.504800327961718,-0.5061229607129709,-0.5144948221746771,-0.5313774669514477,-0.5042938279320037,-0.4747793626765495,-0.5650317689338001,-0.562477426983707,-0.5323142498087144,-0.49663426529169014,-0.5322500205599547,-0.5720588507508572,-0.5783073518037097,-0.5795827255440388,-0.5681774838958218,-0.5435600641006991,-0.5822789637713118,-0.5682843387378966,-0.5312769021478656,-0.5173404995968258,-0.4966667232192402,-0.5220470812679765,-0.5335594917418788,-0.5334159116180055,-0.5748650189873731,-0.5785802582615468,-0.560854030481756,-0.5179547249251883,-0.4736732081027388,-0.45327383432097146,-0.44234475652763366,-0.44183407152773196,-0.45668571698124266,-0.48221744361857627,-0.4485956250138055,-0.42377480162684217,-0.42987634718260276,-0.4188533560512534,-0.3947997979113849,-0.36977381996123415,-0.3680006056305812,-0.3887863139461815,-0.38191125964408074,-0.350993127661544,-0.3862191170206708,-0.3915751859994007,-0.3883395822017586,-0.3806097458452085,-0.3740905799618352,-0.37770050406914696,-0.33954658229152396,-0.3219171079006557,-0.3280240736558201,-0.3120232593816782,-0.34953003082163575,-0.37387768787987163,-0.3732665939545286,-0.3878080529100473,-0.4045694057014023,-0.4156070779884257,-0.4161614271710625,-0.44452252913631557,-0.4370727833311689,-0.43675172565764475,-0.4619803812390436,-0.44246068883122147
2004,-0.6902306833255117,-0.5871657642550089,-0.5579986287748263,-0.5368195295691517,-0.4929195812371157,-0.452507660679652,-0.4797499155696754,-0.47567663116525105,-0.47118186773545917,-0.454054429650208,-0.44797938596997244,-0.47764747680209396,-0.5301616518817015,-0.5680694312458285,-0.5284815422363038,-0.5234085668978328,-0.5572214377566747,-0.5532465003703279,-0.5725315088180294,-0.5686694661591208,-0.5887707002365374,-0.5853840477511385,-0.5756145680045576,-0.5851816181318925,-0.5899108356322178,-0.5874121831495025,-0.5875830937530165,-0.547957745511697,-0.5584896840855624,-0.564194805925683,-0.5681960559647177,-0.5460391849894125,-0.5274248379802982,-0.5060667085986527,-0.5400127603523375,-0.5292668693712627,-0.5388924649371468,-0.5380267611402867,-0.513015543223162,-0.539257127800083,-0.5202072887059638,-0.50135324534526,-0.49143221278357263,-0.479004416507856,-0.44364194745624086,-0.4572531736236711,-0.43890894400782404,-0.42866468333577856,-0.44865048949246,-0.42745221801260974,-0.4471908069985284,-0.46081973690335776,-0.446303782608806,-0.4461710846882749,-0.4584931659297062,-0.4416684761477151,-0.44762050460139385,-0.5260561570131157,-0.4991993394932407,-0.49201637289569167,-0.4915054774113372,-0.5018363906122507,-0.49581770223607347,-0.4939512254095471,-0.5121656526083418,-0.5006946077924459,-0.49125842613524917,-0.47982482113579633,-0.459303136079616,-0.4613396080207557,-0.4684566591695387,-0.4749986290046055,-0.5050661505124265,-0.510584711719096,-0.5069419893491841,-0.5047865628923254,-0.5363116783749902,-0.5487149766646747,-0.5422210881550424,-0.5723773853482098,-0.5874221084816204,-0.5979754460895222,-0.6044173187515216,-0.6905565253536353,-0.6995453510571314,-0.6991354942730319,-0.6912454202494229,-0.6924670234281156,-0.7207317302219984,-0.7262257626373978,-0.7360948165342595,-0.7356624543338977,-0.7373158211781128,-0.7416672161332867,-0.7578515528893943,-0.7606000272392472,-0.775310672233466,-0.7906660722551857,-0.8146468672182053
2005,-0.19149338851141737,-0.16212534267643783,-0.20957298307391034,-0.2643196802273887,-0.2532822698110745,-0.25683609265544655,-0.27078718343809316,-0.2947598192121224,-0.25451738656837375,-0.2477734107841317,-0.21340948694711914,-0.21000617888042247,-0.21577559857933154,-0.22446319784690374,-0.17606350941295393,-0.12394959543930799,-0.12685756517821276,-0.13206218332090025,-0.1462808722119476,-0.17000982756901306,-0.13107036510462705,-0.12931550773127878,-0.11573673962200588,-0.08083092292606929,-0.0957074168771657,-0.1107957374423591,-0.21774609007087964,-0.16465706709908381,-0.18612552573070842,-0.2105317450572205,-0.17986487968101667,-0.1080589994994904,-0.09390821065930803,-0.07862111559675168,-0.11327978978751047,-0.1016362653534864,-0.1063583633255058,-0.09463012069947026,-0.13564012591747554,-0.1173952575605943,-0.13082614117749275,-0.14972130760789887,-0.13262765910574445,-0.11199540200983633,-0.13757955113228992,-0.1380636593794704,-0.15990700176469982,-0.17671364361515735,-0.19634456048928867,-0.25426396906153936,-0.2625510152360188,-0.25872768610375757,-0.28527162630567404,-0.2905562129929316,-0.285979747822475,-0.2754372620506133,-0.27513118643043355,-0.2929192621723488,-0.3196058201579483,-0.3158563511722224,-0.30970803159477955,-0.32877055562897195,-0.3129744276098331,-0.27753580790405585,-0.2502818093448525,-0.25094682869294055,-0.2594728720373867,-0.2640623793207515,-0.25797273080025285,-0.2511400723065457,-0.236656088832737,-0.23750345227001032,-0.221809662959358,-0.27270758950854646,-0.2277636028368871,-0.2030854298017596,-0.20159130252808058,-0.12221666248193677,-0.12285225356760283,-0.1231241219234304,-0.11293734621125026,-0.11096950062062931,-0.10352161092155673,-0.10352168778047155,-0.09559073742770542,-0.08543541613604867,-0.08917517464841336,-0.09559558674147481,-0.1024004046771232,-0.08582142307639652,-0.08549011917997108,-0.08004240595048973,-0.07565093631858147,-0.08205143026428674,-0.08662553198399346,-0.09866702425484154,-0.09729985477762704,-0.09302927725022732,-0.09737835305781273
2006,-0.1726675097858758,-0.17874618082757054,-0.17548310562880892,-0.15321412324666075,-0.15907468493300614,-0.13935556159827847,-0.13454366696862596,-0.14439965293722176,-0.17468471846317904,-0.17452281241996997,-0.04981606521878838,-0.043677036072940656,-0.06608424207438783,-0.07009659096494114,-0.052163518278790746,-0.06699679314360603,-0.043762730392935045,0.041275153616746815,0.02289549676844057,-0.014574460026076682,0.00365672098316917,-0.11001799971565336,-0.07934431310646405,-0.07906455791026064,-0.08667013134250062,-0.07360715401815676,-0.09481271767877213,-0.04420758991097087,-0.014234953573310994,-0.04550803535701573,-0.026859499785217764,-0.013423890451825474,-0.031803640838495476,-0.026591521335612545,-0.024128826340920156,-0.04454195120104885,-0.03408340942433872,-0.05359407260641787,-0.04056923891573288,-0.03682480940945686,-0.049813065801305775,-0.08800075494982998,-0.09439992363466568,-0.08792920866439569,-0.08277137546166219,-0.06612432605635084,-0.06415959064124717,-0.10179446310819952,-0.10107054239926457,-0.11965816256516272,-0.12478510596209669,-0.12628233920721008,-0.11324999010012828,-0.08565369319588013,-0.09962367556892597,-0.07224679619269377,-0.07930946469511876,-0.07606178948782438,-0.0704507027775721,-0.06672285931580639,-0.05029607463089711,-0.05525271427415816,-0.04941223109935176,-0.07256019395720463,-0.06959076965723913,-0.06481942116267855,-0.08567660808691133,-0.0959530728361783,-0.06954997434281245,-0.07402655809781639,-0.06761803069617374,-0.06606906217978392,-0.10543047311036918,-0.10270162905131978,-0.10325878996748238,-0.0731088087634859,-0.07202018748669321,-0.06114345073896189,-0.07167824599733652,-0.06771198450762127,-0.08078960287666372,-0.08156680504989372,-0.09063676085342863,-0.0849337987751563,-0.04920100694486559,-0.05261161256947522,-0.04190420145699757,-0.041213407095024406,-0.024855526341739837,-0.023385349994322433,-0.03542985714421561,-0.03440851373290464,-0.01556127139984485,-0.027526128025192106,-0.022523223199454892,-0.024348256785843726,-0.030719502483045738,-0.026880525089931082,-0.052862603127570025
2007,-0.13968494906761716,-0.1319270821950883,-0.1386207397356863,-0.13261455219137624,-0.11595132075017048,-0.12773124746656417,-0.1868790783808151,-0.1872091734469511,-0.15314957301861262,-0.18804860026333003,-0.13566182618782133,-0.12269948974515293,-0.12539840055157256,-0.1511467438689172,-0.13206616115635014,-0.14319802367093643,-0.1752681829161121,-0.1776957439078512,-0.1636153008751123,-0.1850084992728339,-0.15852962547142302,-0.11513826232752077,-0.12785891958204934,-0.09935028683431905,-0.06964294900005633,-0.06792577091788683,-0.021791474222030385,0.008500774215190384,0.03640116479442202,0.002420652957373002,-0.021312956808908972,-0.035198981994678656,-0.06621768008759424,-0.07939311818292621,-0.0902746007863974,-0.07985110286574174,-0.0880561934418192,-0.09927013615895312,-0.08436661819331548,-0.1534118895846221,-0.1502348968276619,-0.1688655096847444,-0.16427818604623393,-0.14827113584020307,-0.16233969147581412,-0.1595715309397334,-0.15123441004040344,-0.13620021327602036,-0.1169556067818508,-0.11654162953037049,-0.11430699001837294,-0.10467552015474813,-0.09048996378711116,-0.15732879924528498,-0.1495447321378165,-0.12007205439115799,-0.11702590231137351,-0.12780190523242835,-0.13137106574697277,-0.13736758892480586,-0.14896140798515742,-0.15178585265625355,-0.16362845539369963,-0.16163951430217702,-0.18308526900017863,-0.16662509767746936,-0.16603265540630155,-0.17786146662776003,-0.17484975392364877,-0.17529882505576036,-0.19302425778738339,-0.21435108766084224,-0.214643434832132,-0.2057602657331563,-0.21222095432176155,-0.21277196370173931,-0.2081964934964521,-0.20565760094952626,-0.2074638775408836,-0.19914953829634832,-0.1867517394494895,-0.18817680463998177,-0.14844772033480821,-0.13331644874062548,-0.1331507701980388,-0.13666185787784824,-0.1357495024986498,-0.14629939410466689,-0.13367007224899952,-0.13540018372944676,-0.13729365973082253,-0.12118245721529587,-0.13897442062685988,-0.15298960341564757,-0.1466986718736706,-0.19348223242706766,-0.18271388851752005,-0.1848042099601854,-0.20159665123127332
2008,0.8558023368766484,0.8566356329421078,0.8972574864193157,0.9276834706028441,0.9264187696777483,0.8966298680721345,0.9075461736318756,0.8851636557536849,0.8650228733306635,0.9110937688576835,0.9004219290315146,1.0263688683821968,0.958821200816495,0.893757654294926,0.9300190933590661,0.9343270887894924,0.9333054459048626,0.8874502670355999,0.8878299283877226,0.9207959371724009,0.8522355734389191,0.8920576725898136,0.9041820465075918,0.927502634978463,0.9232805375522405,0.898632412491847,0.883797204011383,0.9065729016608483,0.9112724241747324,0.9312536109624314,0.8786235831125845,0.8876483663226471,0.8892081747430912,0.9183700349139904,0.9166819333948046,0.9450789721203965,0.9512947339069475,0.9051488208493124,0.8367144750461882,0.8924238477099876,0.8979730439000427,0.9230250434870453,0.9187843290169778,0.9003179858046122,0.8957523407713815,0.896242549886051,0.8525495719926203,0.8596978471624108,0.8487161494174662,0.8471635001515734,0.8498422811928241,0.8156703375389578,0.7949451898533189,0.806059911494642,0.8226836658499116,0.850708242263119,0.8197674669986205,0.871058028745923,0.8337057618680738,0.857735100937849,0.8663310482027489,0.8635035557724674,0.8534179483281041,0.8282719690314359,0.8418945920427143,0.8369684813272159,0.8297409395395738,0.8297767674837214,0.7965408500007943,0.7903275380398725,0.7361733206120246,0.7233290479570439,0.7193095453321958,0.7249581116008067,0.7391574887616204,0.7339468178229582,0.6926210836694762,0.6475014002791915,0.6271081959465585,0.6048849032556242,0.6245062416832036,0.6342298463572099,0.6405071107867906,0.6631094816133305,0.6895893884872867,0.6938987668503871,0.6841336259993936,0.7445592291019697,0.7428242049691064,0.7353492774799172,0.7203888603726725,0.7363173122119238,0.718153555495757,0.733774525953121,0.6991767757878241,0.6733747526824976,0.6498906359099863,0.6436648540061033,0.6173815997852282
2009,-0.6033107230232657,-0.5924899495432628,-0.4923348152715497,-0.409978442813562,-0.41345902695825976,-0.46761337397548364,-0.4552226004423488,-0.39719497094868256,-0.3612455172147731,-0.3247086358698817,-0.3187036400229535,-0.389009758783402,-0.41921237015272284,-0.4217367904134288,-0.45440804299645193,-0.3768496748232483,-0.34326077591324805,-0.36134732892629723,-0.4610767690203429,-0.45592814102296286,-0.494056858066493,-0.5674431114822502,-0.525916967593449,-0.5147392690512367,-0.522041963727943,-0.5038318641344679,-0.5232860771121853,-0.4849531616932635,-0.42876339473889064,-0.4698999756885738,-0.47476066520883553,-0.44065832237585295,-0.35752976202398457,-0.32229957051948677,-0.2696205510815879,-0.25326071860825305,-0.18870370377906487,-0.1890870801289967,-0.19122411059747282,-0.20626041565695935,-0.18442636472342955,-0.2898033169100257,-0.27951245693404975,-0.27828259643702624,-0.28130798831256354,-0.3020814327216525,-0.31369889183109884,-0.3502410089472284,-0.3902395402673405,-0.3559330650255966,-0.3842560607088082,-0.36387374218133883,-0.33986881585395,-0.3537546623464616,-0.37909392596422087,-0.4188738640627627,-0.401965017271538,-0.37868128365988896,-0.37060490206347135,-0.4144698957896277,-0.352444957792965,-0.3196310809270528,-0.3112377190708457,-0.32150391230196235,-0.33625422371705876,-0.3142466072301155,-0.31179940435124,-0.2812743315506826,-0.2688093636770382,-0.267813743348672,-0.27838032658534,-0.27098735905211824,-0.28830426443355756,-0.27652813799025927,-0.2939292328389705,-0.3339608079956112,-0.32295571648979715,-0.3168287032782502,-0.32143337443930686,-0.33314107034585677,-0.32852819113604104,-0.33524824183173046,-0.3299517236252834,-0.3741123926816858,-0.38265208563443043,-0.4020866004271843,-0.38855551380627973,-0.4000288357161308,-0.4000161018426022,-0.4180235948086868,-0.38806384007178363,-0.38496505413121024,-0.416763130662376,-0.35517772587613644,-0.33399830542957487,-0.3431441726168433,-0.3556208450361448,-0.35627698784872797,-0.38614848243691197
