,avg_metric,std_metric,avg_metric/std_metric,filter_counts,avg_port_cum_return,avg_holding_time_per_signal
RSI(83/13),0.3617239460714925,2.1516970498191084,0.16811100154731465,6225.0,0.9368380437277941,0.8904082998661311
