,avg_metric,std_metric,avg_metric/std_metric,filter_counts,avg_port_cum_return,avg_holding_time_per_signal
MA(13/13),-0.002943840155498941,0.4459828390906856,-0.006600792446411473,34270,1.1084158823134205,0.770339704308907
