,avg_metric,std_metric,avg_metric/std_metric,filter_counts,avg_port_cum_return,avg_holding_time_per_signal
RSI(84/13),0.7375470696309987,1.5211188759146759,0.4848714201823959,7831.0,1.053150466927384,0.9783206699868044
